dataset,episode_id,task,mode,mode_label,level,duration_sec,duration_bucket_abs,task_progress,mean_l2,task_success
DROID,1249,Put the orange object into the black bowl.,task_token_only,original,L1,4.266666666666667,0-30s,0.4,0.09345694221845889,False
DROID,1305,Put the green cube in the black bowl,task_token_only,original,L1,3.466666666666667,0-30s,0.4,0.21504940483479004,False
DROID,1831,Move the plastic corn to the right,task_token_only,original,L1,4.8,0-30s,0.8,0.08206444980887975,True
DROID,1891,Put the lunchbox in the wooden bowl,task_token_only,original,L1,6.866666666666666,0-30s,0.7,0.10202580794493227,True
DROID,1667,Put the red marker inside the mug,task_token_only,original,L1,10.4,0-30s,0.7,0.17769807021955644,True
DROID,1131,Move the towel to the right,task_token_only,original,L1,4.6,0-30s,0.7,0.1460139170069681,True
DROID,1863,Turn on the big switch on the adapter,task_token_only,original,L1,7.466666666666667,0-30s,0.7,0.11517665028298296,True
DROID,1502,Put the yellow block in the white bowl,task_token_only,original,L1,7.666666666666667,0-30s,0.9,0.15215476536474085,True
DROID,1783,Put one orange block in the green bowl,task_token_only,original,L1,9.666666666666666,0-30s,0.7,0.08807462400045966,True
DROID,1893,Put the marker in the bowl,task_token_only,original,L1,9.2,0-30s,0.4,0.04402600563032596,False
DROID,1367,Move the black thing to the right,task_token_only,original,L1,10.466666666666667,0-30s,0.4,0.14795387679885832,False
DROID,1164,Push the f twelve key on the keyboard,task_token_only,original,L1,10.4,0-30s,0.7,0.06230182975265266,True
DROID,1400,Put the top wooden piece on the table,task_token_only,original,L1,9.0,0-30s,0.4,0.15742493013665704,False
DROID,1399,Put the marker in the mug,task_token_only,original,L1,8.733333333333333,0-30s,0.4,0.12758902123153398,False
DROID,1791,Turn on the light switch on the wall,task_token_only,original,L1,9.8,0-30s,0.7,0.08443542018522161,True
DROID,1314,Place the orange block on the green one,task_token_only,original,L1,7.133333333333334,0-30s,0.7,0.07332940985506747,True
DROID,1150,Turn on the right light switch,task_token_only,original,L1,7.0,0-30s,0.4,0.12042536365797929,False
DROID,1206,Put the black marker inside the pot,task_token_only,original,L1,10.2,0-30s,0.7,0.14653781989478906,True
DROID,1749,Press a button on the back of the sound bar,task_token_only,original,L1,7.666666666666667,0-30s,0.4,0.16516270952694112,False
DROID,1726,Close the drawer of the small box.,task_token_only,original,L1,6.066666666666666,0-30s,0.7,0.11323514904570309,True
DROID,1790,Put the green block in the black bowl,task_token_only,original,L1,9.6,0-30s,0.7,0.10611095042079673,True
DROID,1250,Move the mug forward.,task_token_only,original,L1,9.666666666666666,0-30s,0.7,0.09575149485946706,True
DROID,1565,Move the gray towel to the left,task_token_only,original,L1,4.733333333333333,0-30s,0.7,0.16115556129137001,True
DROID,1724,Move the green bowl to the left side of the desk,task_token_only,original,L1,5.333333333333333,0-30s,0.4,0.11384940659536745,False
DROID,1159,Move the blue bowl of candy to the right,task_token_only,original,L1,9.0,0-30s,0.4,0.12866719914851446,False
DROID,1345,Move the mug forward,task_token_only,original,L1,5.4,0-30s,0.6,0.12664914912236253,True
DROID,1236,Move the grey towel to the right,task_token_only,original,L1,4.933333333333334,0-30s,0.8,0.07458407949696932,True
DROID,1232,Press a button on the air cooler,task_token_only,original,L1,7.933333333333334,0-30s,0.4,0.2029175192158377,False
DROID,1337,Put the blue ring in the box,task_token_only,original,L1,9.466666666666667,0-30s,0.4,0.07583905214540214,False
DROID,1284,Close the top drawer,task_token_only,original,L1,3.1333333333333333,0-30s,0.7,0.1810764484092472,True
DROID,1937,Move the blue marker to the right,task_token_only,original,L1,6.933333333333334,0-30s,0.4,0.13545454012055771,False
DROID,1906,Put the marker inside the cup,task_token_only,original,L1,10.4,0-30s,0.4,0.13435957655884878,False
DROID,1264,Put the calculator on the tray,task_token_only,original,L1,7.133333333333334,0-30s,0.4,0.12881547751151243,False
DROID,1340,Move the blue cup on the left to the right,task_token_only,original,L1,7.666666666666667,0-30s,0.4,0.11728312894546274,False
DROID,1234,Move the mug to the left of the marker,task_token_only,original,L1,8.933333333333334,0-30s,0.4,0.11484334971984783,False
DROID,1114,Close the lid of the bowl,task_token_only,original,L1,9.533333333333333,0-30s,0.7,0.15499507126422615,True
DROID,1218,Move the grey bear backwards,task_token_only,original,L1,8.133333333333333,0-30s,0.4,0.1487057363639821,False
DROID,1273,Move the blue sponge forwards,task_token_only,original,L1,8.666666666666666,0-30s,0.4,0.17140212084737516,False
DROID,1734,Move the blue cup closer to you,task_token_only,original,L1,6.6,0-30s,0.7,0.12487335794762572,True
DROID,1691,Put the orange item into the desk shelf,task_token_only,original,L1,7.466666666666667,0-30s,0.4,0.31014661651945136,False
DROID,1492,Put the stuffed toy on the blanket,task_token_only,original,L1,8.133333333333333,0-30s,0.4,0.10091312258406822,False
DROID,1910,Put the silver knife in the open drawer.,task_token_only,original,L1,9.466666666666667,0-30s,0.3,0.22004234684568633,False
DROID,1452,Remove the spoon out of the glass cup,task_token_only,original,L1,10.133333333333333,0-30s,0.4,0.11381512497149492,False
DROID,1311,Remove the orange block from the top of the stack.,task_token_only,original,L1,5.733333333333333,0-30s,0.7,0.08339522701039971,True
DROID,1978,Take the marker out of the mug and put it on the table,task_token_only,original,L1,11.266666666666667,0-30s,0.4,0.14688567735238836,False
DROID,1091,Press a button on the pressing iron,task_token_only,original,L1,8.866666666666667,0-30s,0.6,0.16233299140136379,True
DROID,1782,Press the button on top of the breakfast maker,task_token_only,original,L1,11.0,0-30s,0.7,0.04869636876291166,True
DROID,1544,Press the orange button on the stove,task_token_only,original,L1,9.933333333333334,0-30s,0.7,0.06929372177781783,True
DROID,1133,Put the green thing into the bowl,task_token_only,original,L1,10.866666666666667,0-30s,0.4,0.09573539271830193,False
DROID,1424,Put the marker in the silver pot,task_token_only,original,L1,8.933333333333334,0-30s,0.4,0.0405305576945146,False
DROID,1443,Turn off the light switch.,task_token_only,original,L1,4.666666666666667,0-30s,0.7,0.08149479604866557,True
DROID,1407,Remove the doll from the bowl,task_token_only,original,L1,6.6,0-30s,0.4,0.06826948168275176,False
DROID,1617,Move the plush toy from right to left.,task_token_only,original,L1,11.266666666666667,0-30s,0.7,0.0558505579739729,True
DROID,1640,Move the white mug backwards.,task_token_only,original,L1,10.466666666666667,0-30s,0.4,0.10444059360815704,False
DROID,1714,Put the can on the metal object,task_token_only,original,L1,10.8,0-30s,0.4,0.10116610791914926,False
DROID,1854,Move the orange plushy backwards,task_token_only,original,L1,6.6,0-30s,0.7,0.09295100197633742,True
DROID,1343,Turn on the right light switch,task_token_only,original,L1,4.933333333333334,0-30s,0.4,0.07077485437721688,False
DROID,1573,Turn on the second switch from the left side of the adapter,task_token_only,original,L1,6.8,0-30s,0.7,0.08061758059743208,True
DROID,1338,Move the tall stack of blocks to the left,task_token_only,original,L1,7.6,0-30s,0.4,0.07612342071113781,False
DROID,1128,Move the cube to the cube,task_token_only,original,L1,9.533333333333333,0-30s,0.4,0.16680239107842235,False
DROID,1428,Put the pen in the cup,task_token_only,original,L1,9.733333333333333,0-30s,0.4,0.08425152368475937,False
DROID,1252,Put the wooden cups on the wooden blocks,task_token_only,original,L1,9.466666666666667,0-30s,0.3,0.07719930107837873,False
DROID,1170,Place the blue cup inside the orange cup,task_token_only,original,L1,5.933333333333334,0-30s,0.4,0.11085673530751124,False
DROID,1683,Take the pen out of the cup and put it on the table,task_token_only,original,L1,9.066666666666666,0-30s,0.4,0.055176085758116444,False
DROID,1108,Move the white mug to the right.,task_token_only,original,L1,11.066666666666666,0-30s,0.3,0.14811891928516074,False
DROID,1712,Put the plastic jar in an upright position,task_token_only,original,L1,8.266666666666667,0-30s,0.4,0.18690453894559522,False
DROID,1277,Move some objects from the transparent bowl to the pink bowl,task_token_only,original,L1,10.733333333333333,0-30s,0.7,0.14562045026608192,True
DROID,1989,Press a button on the remote control.,task_token_only,original,L1,10.6,0-30s,0.4,0.14263811560743497,False
DROID,1729,Push the open drawer closed,task_token_only,original,L1,7.6,0-30s,0.4,0.09705589714746694,False
DROID,1651,Move the grey towel to the right.,task_token_only,original,L1,5.533333333333333,0-30s,0.4,0.09670819726063007,False
DROID,1129,Close the book,task_token_only,original,L1,10.733333333333333,0-30s,0.4,0.17284212179001823,False
DROID,1275,Put the black marker in the silver pot,task_token_only,original,L1,9.0,0-30s,0.4,0.07304215442546906,False
DROID,1499,Close the top drawer of the left cabinet,task_token_only,original,L1,6.066666666666666,0-30s,0.4,0.15401565678306905,False
DROID,1190,Put the brown doll in the white bowl,task_token_only,original,L1,6.866666666666666,0-30s,0.4,0.05199998469515618,False
DROID,1890,Close the chest drawer,task_token_only,original,L1,4.466666666666667,0-30s,0.4,0.08946152536564574,False
DROID,1832,Push the key on the keyboard,task_token_only,original,L1,7.8,0-30s,0.4,0.12000104230096072,False
DROID,1719,Put the towel on the bin,task_token_only,original,L1,10.533333333333333,0-30s,0.4,0.22703129350700232,False
DROID,1103,Open the second to last right role bottom drawer,task_token_only,original,L1,10.866666666666667,0-30s,0.2,0.23855473124403992,False
DROID,1127,Move the bottom-right clear bottle to the table,task_token_only,original,L2,8.333333333333334,0-30s,0.3,0.07732096879249736,False
DROID,1835,Put the object near the cardboard box in the colourless bowl,task_token_only,original,L2,6.333333333333333,0-30s,0.4,0.0704948894578229,False
DROID,1390,Close the open drawer,task_token_only,original,L2,3.2,0-30s,0.4,0.20511881525008868,False
DROID,1700,Move the grey bear forwards,task_token_only,original,L2,6.8,0-30s,0.4,0.20408207014372107,False
DROID,1766,Take the marker from the brown cup and put it on the table,task_token_only,original,L2,7.8,0-30s,0.7,0.11375267558168185,True
DROID,1255,Move the blue object to the right,task_token_only,original,L2,8.866666666666667,0-30s,0.7,0.17616529419352286,True
DROID,1413,Move the yellow mug backwards,task_token_only,original,L2,10.533333333333333,0-30s,0.4,0.07415665432792036,False
DROID,1566,Press a button on the left washing machine,task_token_only,original,L2,8.866666666666667,0-30s,0.4,0.16141266829450107,False
DROID,1964,Close the sliding lid on the travel mug,task_token_only,original,L2,6.8,0-30s,0.4,0.11082375511902787,False
DROID,1710,Move the blue block to the left,task_token_only,original,L2,5.933333333333334,0-30s,0.7,0.10551327383903801,True
DROID,1917,Press the on/off button on the coffee machine.,task_token_only,original,L2,10.933333333333334,0-30s,0.4,0.14340293698237364,False
DROID,1123,Move the green towel to the right.,task_token_only,original,L2,7.333333333333333,0-30s,0.4,0.09221174111679192,False
DROID,1023,Close the drawer,task_token_only,original,L2,8.2,0-30s,0.3,0.17875688986306368,False
DROID,1331,Move the red basket to the left.,task_token_only,original,L2,10.066666666666666,0-30s,0.4,0.21289971861601287,False
DROID,1877,Move the marker away from you,task_token_only,original,L2,7.933333333333334,0-30s,0.4,0.17020328994375586,False
DROID,1999,Move the first left bowl to the right,task_token_only,original,L2,10.4,0-30s,0.4,0.1868060845671529,False
DROID,1037,Move the mug to the right,task_token_only,original,L2,10.0,0-30s,0.4,0.15774475724665932,False
DROID,1763,Move the tin can to the left,task_token_only,original,L2,4.066666666666666,0-30s,0.4,0.09504817624253918,False
DROID,1120,Close the top drawer on the left,task_token_only,original,L2,5.066666666666666,0-30s,0.4,0.12385339245616611,False
DROID,1194,Push a button on the heater,task_token_only,original,L2,7.8,0-30s,0.4,0.156425934996856,False
DROID,1272,Put one white cap in the transparent bowl,task_token_only,original,L2,10.933333333333334,0-30s,0.4,0.12475231429154705,False
DROID,1043,Press the left switch,task_token_only,original,L2,8.0,0-30s,0.4,0.1483704569391958,False
DROID,1627,Move the orange cup from the drying rack,task_token_only,original,L2,7.466666666666667,0-30s,0.4,0.14368585630285136,False
DROID,1269,Close the right cupboard door,task_token_only,original,L2,6.866666666666666,0-30s,0.4,0.22682940546815522,False
DROID,1179,Move the spatula to the right,task_token_only,original,L2,5.266666666666667,0-30s,0.3,0.07822104237306776,False
DROID,1316,Move the bowl slightly to the left,task_token_only,original,L2,5.666666666666667,0-30s,0.7,0.08978115609670466,True
DROID,1938,Put the glue stick inside the mug cup,task_token_only,original,L2,5.733333333333333,0-30s,0.4,0.14629150250583314,False
DROID,1630,Move the clear object to the bottom-right corner of the table,task_token_only,original,L2,8.8,0-30s,0.4,0.14272415589369108,False
DROID,1538,Move the brown object on the rack forward,task_token_only,original,L2,5.133333333333334,0-30s,0.4,0.07896972148935538,False
DROID,1886,Close the top drawer of the right cabinet,task_token_only,original,L2,3.2,0-30s,0.7,0.15240340935175006,True
DROID,1618,Put the sharpie in the mug,task_token_only,original,L2,10.8,0-30s,0.4,0.16828205986188227,False
DROID,1491,Press a key on the keyboard,task_token_only,original,L1,9.666666666666666,0-30s,0.3,0.12898050618248738,False
DROID,1386,Close the bottom drawer of the cabinet to the right.,task_token_only,original,L2,4.4,0-30s,0.4,0.12450329470757084,False
DROID,1034,Press the button on the left of the coffee machine,task_token_only,original,L1,9.133333333333333,0-30s,0.7,0.09664642163739562,True
DROID,1151,Move the pencil to the left,task_token_only,original,L2,6.466666666666667,0-30s,0.7,0.14499153994996858,True
DROID,1039,Put the yellow block in the light blue cup,task_token_only,original,L2,4.6,0-30s,0.7,0.0926186128045403,True
DROID,1137,Move the brown doll to the right,task_token_only,original,L1,5.6,0-30s,0.4,0.07302586529181349,False
DROID,1813,Put one green straw in the mug.,task_token_only,original,L1,9.933333333333334,0-30s,0.4,0.19099674481202097,False
DROID,1261,Move the white box to the right,task_token_only,original,L2,10.666666666666666,0-30s,0.4,0.21683315974874942,False
DROID,1300,Move the white hanger to the bottom rod,task_token_only,original,L2,9.0,0-30s,0.4,0.11882564338448263,False
DROID,1928,Move the computer mouse to the left,task_token_only,original,L2,9.533333333333333,0-30s,0.4,0.21776090741039708,False
DROID,1267,Put the block in the bowl,task_token_only,original,L2,6.933333333333334,0-30s,0.4,0.17690164055108817,False
DROID,1231,Put the orange marker in the red mug,task_token_only,original,L2,7.333333333333333,0-30s,0.4,0.17960518753623575,False
DROID,1349,Move the objects on the score counter to the right,task_token_only,original,L2,10.266666666666667,0-30s,0.0,0.11580895358175429,False
DROID,1817,Put the small purple bowl into the yellow bowl,task_token_only,original,L2,10.533333333333333,0-30s,0.4,0.12843276016934424,False
DROID,1241,Move the doll to the left,task_token_only,original,L2,6.333333333333333,0-30s,0.3,0.1456698322444204,False
DROID,1049,Press a button on the coffee machine,task_token_only,original,L1,7.0,0-30s,0.4,0.1473973729487944,False
DROID,1394,Press a button the keyboard,task_token_only,original,L2,6.0,0-30s,0.7,0.12255581957588679,True
DROID,1772,Press a button on the washing machine on the right.,task_token_only,original,L2,7.066666666666666,0-30s,0.3,0.1465481398780967,False
DROID,1145,Move the cup towards the monitor,task_token_only,original,L1,5.6,0-30s,0.4,0.08724465473391001,False
DROID,1698,Remove the green circular object from the orange object,task_token_only,original,L1,9.333333333333334,0-30s,0.4,0.0816132418358319,False
DROID,1027,Put the brown object on the closest ribbon roll,task_token_only,original,L1,10.666666666666666,0-30s,0.4,0.06724129195503639,False
DROID,1015,Put the marker inside the cup,task_token_only,original,L3,12.533333333333333,0-30s,0.7,0.18851490845912125,True
DROID,1023,Close the drawer,task_token_only,original,L2,8.2,0-30s,0.3,0.17875688986306368,False
DROID,1037,Move the mug to the right,task_token_only,original,L2,10.0,0-30s,0.4,0.15774475724665932,False
DROID,1039,Put the yellow block in the light blue cup,task_token_only,original,L2,4.6,0-30s,0.7,0.0926186128045403,True
DROID,1041,Put the blue cup on the sink,task_token_only,original,L3,13.866666666666667,0-30s,0.7,0.0852906787386735,True
DROID,1043,Press the left switch,task_token_only,original,L2,8.0,0-30s,0.4,0.1483704569391958,False
DROID,1066,Put the hand mixer into the white cup,task_token_only,original,L3,12.066666666666666,0-30s,0.4,0.2074222928805948,False
DROID,1102,Put the cereals inside the blue bowl,task_token_only,original,L3,15.8,0-30s,0.3,0.14016824483385423,False
DROID,1104,Put the marker on the table,task_token_only,original,L3,11.8,0-30s,0.3,0.1015007314351818,False
DROID,1117,Put the marker on the table,task_token_only,original,L3,25.6,0-30s,0.6,0.1471389884016349,True
DROID,1120,Close the top drawer on the left,task_token_only,original,L2,5.066666666666666,0-30s,0.6,0.12385339245616611,True
DROID,1123,Move the green towel to the right.,task_token_only,original,L2,7.333333333333333,0-30s,0.4,0.09221174111679192,False
DROID,1127,Move the bottom-right clear bottle to the table,task_token_only,original,L2,8.333333333333334,0-30s,0.3,0.07732096879249736,False
DROID,1147,Put the top pillow toy block on top of the stacked toy blocks,task_token_only,original,L3,23.8,0-30s,0.4,0.062891135709242,False
DROID,1151,Move the pencil to the left,task_token_only,original,L2,6.466666666666667,0-30s,0.7,0.14499153994996858,True
DROID,1167,Press a button on the flashlight,task_token_only,original,L3,16.0,0-30s,0.7,0.1418028605009043,True
DROID,1179,Move the spatula to the right,task_token_only,original,L2,5.266666666666667,0-30s,0.3,0.07822104237306776,False
DROID,1194,Push a button on the heater,task_token_only,original,L2,7.8,0-30s,0.7,0.156425934996856,True
DROID,1231,Put the orange marker in the red mug,task_token_only,original,L2,7.333333333333333,0-30s,0.4,0.17960518753623575,False
DROID,1241,Move the doll to the left,task_token_only,original,L2,6.333333333333333,0-30s,0.0,0.1456698322444204,False
DROID,1255,Move the blue object to the right,task_token_only,original,L2,8.866666666666667,0-30s,0.7,0.17616529419352286,True
DROID,1256,Put the black pen inside the brown coffee cup then pull it out and set it on the counter,task_token_only,original,L3,21.733333333333334,0-30s,0.4,0.06270500727958844,False
DROID,1258,Put the yellow marker inside the white and green mug,task_token_only,original,L3,17.066666666666666,0-30s,0.4,0.21484900429651657,False
DROID,1261,Move the white box to the right,task_token_only,original,L2,10.666666666666666,0-30s,0.4,0.21683315974874942,False
DROID,1267,Put the block in the bowl,task_token_only,original,L2,6.933333333333334,0-30s,0.4,0.17690164055108817,False
DROID,1269,Close the right cupboard door,task_token_only,original,L2,6.866666666666666,0-30s,0.4,0.22682940546815522,False
DROID,1272,Put one white cap in the transparent bowl,task_token_only,original,L2,10.933333333333334,0-30s,0.4,0.12475231429154705,False
DROID,1274,Open the top right drawer,task_token_only,original,L3,22.866666666666667,0-30s,0.8,0.14119000501981277,True
DROID,1292,Remove the cups from the grey tray.,task_token_only,original,L3,18.6,0-30s,0.3,0.11445031391323436,False
DROID,1300,Move the white hanger to the bottom rod,task_token_only,original,L2,9.0,0-30s,0.4,0.11882564338448263,False
DROID,1315,Press a button on the keyboard,task_token_only,original,L3,13.6,0-30s,0.4,0.12317345453004232,False
DROID,1316,Move the bowl slightly to the left,task_token_only,original,L2,5.666666666666667,0-30s,0.7,0.08978115609670466,True
DROID,1324,Pick the marker and put it in the cup,task_token_only,original,L3,17.266666666666666,0-30s,0.4,0.1170902403377192,False
DROID,1325,Put the fork in the drawer,task_token_only,original,L3,14.333333333333334,0-30s,0.8,0.09654277271465,True
DROID,1331,Move the red basket to the left.,task_token_only,original,L2,10.066666666666666,0-30s,0.4,0.21289971861601287,False
DROID,1346,Remove the marker from the green bowl and put it in the table,task_token_only,original,L3,9.933333333333334,0-30s,0.4,0.054524753502503236,False
DROID,1349,Move the objects on the score counter to the right,task_token_only,original,L2,10.266666666666667,0-30s,0.0,0.11580895358175429,False
DROID,1386,Close the bottom drawer of the cabinet to the right.,task_token_only,original,L2,4.4,0-30s,0.4,0.12450329470757084,False
DROID,1390,Close the open drawer,task_token_only,original,L2,3.2,0-30s,0.4,0.20511881525008868,False
DROID,1394,Press a button the keyboard,task_token_only,original,L2,6.0,0-30s,0.7,0.12255581957588679,True
DROID,1401,Put the fork on the mat on the table,task_token_only,original,L3,11.533333333333333,0-30s,0.7,0.06593738819198385,True
DROID,1413,Move the yellow mug backwards,task_token_only,original,L2,10.533333333333333,0-30s,0.4,0.07415665432792036,False
DROID,1434,Move the green cup to the right,task_token_only,original,L3,24.066666666666666,0-30s,0.6,0.09067047307415603,True
DROID,1440,Move the uncovered cup to the left,task_token_only,original,L3,14.066666666666666,0-30s,0.4,0.1148306379489994,False
DROID,1464,Put the red marker on the table.,task_token_only,original,L3,12.933333333333334,0-30s,0.4,0.10548927311020538,False
DROID,1477,Pick the marker from the table and put it in the cup,task_token_only,original,L3,9.666666666666666,0-30s,0.0,0.09033144615073922,False
DROID,1488,Open the red drawer,task_token_only,original,L3,13.333333333333334,0-30s,0.4,0.1139470660280149,False
DROID,1512,Move the pink block from the tray to the table,task_token_only,original,L3,13.133333333333333,0-30s,0.4,0.09892073083505075,False
DROID,1514,Put the car key on the square plate,task_token_only,original,L3,12.0,0-30s,0.4,0.07378527109443374,False
DROID,1517,Move the cup forward,task_token_only,original,L3,12.066666666666666,0-30s,0.7,0.11553667161170662,True
DROID,1526,Move the objects from the orange bowl into the silver bowl,task_token_only,original,L3,24.0,0-30s,0.4,0.10949471283511562,False
DROID,1538,Move the brown object on the rack forward,task_token_only,original,L2,5.133333333333334,0-30s,0.4,0.07896972148935538,False
DROID,1542,"Open the oven door, then remove the blue bowl from the oven and close the oven",task_token_only,original,L3,26.933333333333334,0-30s,0.7,0.17517432616863005,True
DROID,1548,Put the marker into the cup.,task_token_only,original,L3,20.666666666666668,0-30s,0.3,0.06289668839527457,False
DROID,1550,Put the pink plate on the blue bowl,task_token_only,original,L3,22.2,0-30s,0.4,0.07262753103103597,False
DROID,1557,Pick up the blue block from the green bowl and put it on the blue block on the table,task_token_only,original,L3,11.133333333333333,0-30s,0.4,0.151113849507595,False
DROID,1560,Put the candy bar in the bowl,task_token_only,original,L3,13.733333333333333,0-30s,0.7,0.14279311047807697,True
DROID,1566,Press a button on the left washing machine,task_token_only,original,L2,8.866666666666667,0-30s,0.4,0.16141266829450107,False
DROID,1572,Remove the pen from the mug cup and place it on the table,task_token_only,original,L3,13.066666666666666,0-30s,0.9,0.11476383998455603,True
DROID,1599,Put the grey mug inside the open upper cabinet.,task_token_only,original,L3,23.866666666666667,0-30s,0.4,0.17053111297877258,False
DROID,1603,Remove the yellow toy from the green bowl and put it on the table,task_token_only,original,L3,9.4,0-30s,0.4,0.07461847985371868,False
DROID,1618,Put the sharpie in the mug,task_token_only,original,L2,10.8,0-30s,0.4,0.16828205986188227,False
DROID,1627,Move the orange cup from the drying rack,task_token_only,original,L2,7.466666666666667,0-30s,0.4,0.14368585630285136,False
DROID,1630,Move the clear object to the bottom-right corner of the table,task_token_only,original,L2,8.8,0-30s,0.3,0.14272415589369108,False
DROID,1636,Remove one silver fork from the right side of the open drawer and put it on the counter.,task_token_only,original,L3,18.6,0-30s,0.4,0.11999180720380447,False
DROID,1641,Remove the red block from the pot and put it on top of the cupboard,task_token_only,original,L3,16.466666666666665,0-30s,0.4,0.05741363732641654,False
DROID,1648,Put the yellow spiky toy in the green bowl,task_token_only,original,L3,12.066666666666666,0-30s,0.4,0.12265025742060409,False
DROID,1659,Press the orange button,task_token_only,original,L3,20.733333333333334,0-30s,0.9,0.09395342968053937,True
DROID,1672,Transfer the bottle from the bowl to the mug,task_token_only,original,L3,12.066666666666666,0-30s,0.4,0.1388242048749183,False
DROID,1687,Pick up the gray bowl and put it in the white crisper drawer that is in the sink,task_token_only,original,L3,9.6,0-30s,0.0,0.1394589551672978,False
DROID,1700,Move the grey bear forwards,task_token_only,original,L2,6.8,0-30s,0.4,0.20408207014372107,False
DROID,1710,Move the blue block to the left,task_token_only,original,L2,5.933333333333334,0-30s,0.7,0.10551327383903801,True
DROID,1746,Pick the bottle on the table and put it in the mug,task_token_only,original,L3,7.466666666666667,0-30s,0.8,0.0904441852699693,True
DROID,1751,Take the marker from the cup and put it on the table,task_token_only,original,L3,15.4,0-30s,0.9,0.14397224180242793,True
DROID,1752,Move the brown fruit from the green bowl to the wooden tray,task_token_only,original,L3,16.133333333333333,0-30s,0.7,0.051764664600834155,True
DROID,1763,Move the tin can to the left,task_token_only,original,L2,4.066666666666666,0-30s,0.4,0.09504817624253918,False
DROID,1764,Put the straw inside the mug,task_token_only,original,L3,14.133333333333333,0-30s,0.4,0.19015670258265524,False
DROID,1766,Take the marker from the brown cup and put it on the table,task_token_only,original,L2,7.8,0-30s,0.7,0.11375267558168185,True
DROID,1772,Press a button on the washing machine on the right.,task_token_only,original,L2,7.066666666666666,0-30s,0.3,0.1465481398780967,False
DROID,1774,Press the button on the right of the top of the oven,task_token_only,original,L3,15.466666666666667,0-30s,0.4,0.07646978132237238,False
DROID,1797,Put the cup in front of the blue plate,task_token_only,original,L3,19.6,0-30s,0.4,0.10847721577450053,False
DROID,1805,Put the cups upright,task_token_only,original,L3,12.666666666666666,0-30s,0.8,0.20069997578151222,True
DROID,1817,Put the small purple bowl into the yellow bowl,task_token_only,original,L2,10.533333333333333,0-30s,0.4,0.12843276016934424,False
DROID,1824,Move the small green bowl backwards,task_token_only,original,L3,14.6,0-30s,0.4,0.12153607891058027,False
DROID,1835,Put the object near the cardboard box in the colourless bowl,task_token_only,original,L2,6.333333333333333,0-30s,0.4,0.0704948894578229,False
DROID,1858,Remove the purple ball from the bowl and put it on the table,task_token_only,original,L3,12.266666666666667,0-30s,0.4,0.09206740847871177,False
DROID,1872,Press the button on the top of the coffee maker,task_token_only,original,L3,11.8,0-30s,0.4,0.05368135727571425,False
DROID,1877,Move the marker away from you,task_token_only,original,L2,7.933333333333334,0-30s,0.4,0.17020328994375586,False
DROID,1886,Close the top drawer of the right cabinet,task_token_only,original,L2,3.2,0-30s,0.4,0.15240340935175006,False
DROID,1888,Pick up the pen from the table and put it in the grey bowl.,task_token_only,original,L3,10.0,0-30s,0.4,0.10635673907860506,False
